ID	title	year	runtime	rating	votes	budget	opening_weekend_usa	gross_usa	worldwide_gross	genres
tt0280460	The Banger Sisters	2002	98	5.6	13972	10000000	10037846	30307416	38068353	Comedy,Drama
tt0280477	Better Luck Tomorrow	2002	101	7.0	8718	250000	360772	3802390	3809226	Crime,Drama,Romance
tt0280486	Bad Company	2002	116	5.6	43471	70000000	11007367	30160161	66200782	Action,Adventure,Comedy
tt0280491	Bloody Sunday	2002	107	7.6	22346	n/a	29419	773228	1758689	Drama,History,War
tt0280590	Mr. Deeds	2002	96	5.8	129451	50000000	37162787	126293452	171269535	Comedy,Romance
tt0280609	Dog Soldiers	2002	105	6.8	52623	2000000	n/a	n/a	3530620	Action,Horror,Thriller
tt0280653	Amen.	2002	132	7.2	12882	n/a	16284	274299	8419052	Biography,Crime,Drama
tt0280665	Femme Fatale	2002	114	6.2	32170	35000000	2776248	6630252	16838910	Crime,Drama,Mystery
tt0280707	Gosford Park	2001	131	7.2	75160	19800000	241219	41308615	87754044	Comedy,Drama,Mystery
tt0280720	The Guru	2002	94	5.3	14500	11000000	613485	3095506	24128852	Comedy,Music,Romance
tt0280760	Igby Goes Down	2002	98	6.9	31177	9000000	306705	4777465	6919198	Comedy,Drama
tt0280778	Iris	2001	91	7.0	16348	5500000	23144	5594617	16153953	Biography,Drama,Romance
tt0280870	Liberty Stands Still	2002	96	5.7	7081	11000000	n/a	n/a	595214	Action,Drama,Thriller
tt0280969	My Little Eye	2002	95	5.5	11378	n/a	n/a	n/a	6753562	Horror,Mystery,Thriller
tt0280990	The Nest	2002	107	6.7	5162	n/a	n/a	n/a	1941471	Action,Crime,Thriller
tt0281322	Undisputed	2002	94	6.2	27350	20000000	4548750	12764657	14946150	Action,Crime,Drama
tt0281358	A Walk to Remember	2002	101	7.4	191007	11800000	12177488	41281092	47494916	Drama,Romance
tt0281364	Wasabi	2001	94	6.7	35310	n/a	17560	97220	10366360	Action,Comedy,Crime
tt0281373	Snow Dogs	2002	99	5.1	23963	33000000	17814259	81172560	115035090	Adventure,Comedy,Family
tt0281686	Bubba Ho-Tep	2002	92	7.0	43887	1000000	35636	1239183	1239183	Comedy,Fantasy,Horror
tt0281718	Friend	2001	113	7.3	4457	n/a	n/a	n/a	550031	Action,Crime,Drama
tt0281820	The Good Thief	2002	109	6.5	9690	30000000	131580	3517797	5756945	Action,Crime,Drama
tt0281924	I Am Dina	2002	125	6.6	5165	n/a	n/a	n/a	2691510	Drama
tt0282120	The Wild Thornberrys Movie	2002	85	5.6	13600	25000000	6013847	40108697	60694737	Adventure,Animation,Comedy
tt0282209	Darkness Falls	2003	86	5.0	29212	11000000	12024917	32551396	47488536	Fantasy,Horror,Mystery
tt0282552	Riders	2002	83	5.5	5583	15000000	123087	220944	7622383	Action,Crime,Thriller
tt0282599	Il Mare	2000	105	7.6	7596	2500000	n/a	n/a	217147	Drama,Fantasy,Romance
tt0282687	Life or Something Like It	2002	103	5.8	22215	40000000	6219234	14448589	16872671	Comedy,Romance
tt0282698	Love Liza	2002	90	7.0	6955	1000000	15522	213137	223426	Comedy,Drama
tt0282744	Mike Bassett: England Manager	2001	89	6.9	5157	n/a	n/a	n/a	5022865	Comedy,Sport
tt0283003	Spun	2002	101	6.8	35661	2000000	15160	411119	685608	Comedy,Crime,Drama
tt0283026	Swimfan	2002	85	5.1	18326	10000000	11326601	28564995	34411240	Drama,Thriller
tt0283054	Thunderpants	2002	87	3.7	5125	7000000	n/a	n/a	3042497	Comedy,Family,Sci-Fi
tt0283084	Tuck Everlasting	2002	90	6.6	20235	15000000	5268764	19161999	19344615	Drama,Family,Fantasy
tt0283111	Van Wilder	2002	92	6.4	99625	5000000	7302913	21305259	38275483	Comedy,Romance
tt0283139	White Oleander	2002	109	7.1	28577	16000000	5607480	16357770	21672284	Drama
tt0283160	Extreme Ops	2002	93	4.5	5218	40000000	2233525	4842259	10959475	Action,Adventure,Thriller
tt0283426	The Jungle Book 2	2003	72	5.4	14042	20000000	11441733	47901582	186303759	Adventure,Animation,Family
tt0283431	The Sun Behind the Moon	2001	85	6.8	6238	n/a	22866	1418314	8914751	Biography,Drama,War
tt0283503	Brooklyn Rules	2007	99	6.3	5347	8000000	41811	458232	458232	Crime,Drama
tt0283509	No Man's Land	2001	98	7.9	42666	n/a	22645	1012153	4858869	Drama,War
tt0283530	The Emperor's Club	2002	109	6.9	16060	12500000	3846780	14118751	16318449	Drama
tt0283534	The Parole Officer	2001	93	6.4	6272	6000000	n/a	n/a	4424253	Comedy,Crime
tt0283632	They	2002	89	4.8	12012	17000000	5144090	12840842	16446271	Horror,Mystery,Thriller
tt0283832	8 Women	2002	111	7.1	27462	n/a	52489	3098776	42426583	Comedy,Crime,Musical
tt0283900	L'auberge espagnole	2002	122	7.3	38046	n/a	57692	3897799	33272835	Comedy,Drama,Romance
tt0283957	Dead Weight	2002	107	6.0	4551	n/a	n/a	n/a	17006200	Action,Adventure,Comedy
tt0284034	Demonlover	2002	129	5.9	4468	n/a	39284	232044	462976	Drama,Mystery,Thriller
tt0284137	Gadar: Ek Prem Katha	2001	170	7.2	9378	n/a	n/a	n/a	n/a	Action,Drama,Romance
tt0284363	I Served the King of England	2006	113	7.4	7062	n/a	53218	617403	7354478	Comedy,Drama,Romance
tt0284490	Showtime	2002	95	5.5	58425	85000000	15011430	38082712	77885672	Action,Comedy,Crime
tt0284491	Don't Tempt Me	2001	112	6.5	5167	n/a	15271	77858	3340382	Crime,Drama
tt0284674	Pauly Shore Is Dead	2003	82	4.4	4422	n/a	11000	11000	11000	Comedy
tt0284837	Ali G Indahouse	2002	85	6.2	80460	n/a	n/a	n/a	23280529	Comedy
tt0284929	Ted Bundy	2002	99	5.8	6961	1200000	1710	6073	68716	Biography,Crime,Drama
tt0284978	Cypher	2002	95	6.8	29292	7500000	n/a	n/a	898365	Mystery,Sci-Fi,Thriller
tt0285175	Havoc	2005	85	5.5	17618	9000000	n/a	n/a	371000	Crime,Drama
tt0285441	Atanarjuat: The Fast Runner	2001	172	7.5	6069	n/a	n/a	3789952	5204281	Drama
tt0285462	Boat Trip	2002	94	4.9	29352	20000000	3700000	8600126	15020293	Comedy
tt0285492	Cube²: Hypercube	2002	94	5.6	59413	n/a	n/a	n/a	3563603	Drama,Mystery,Sci-Fi
tt0285531	Dreamcatcher	2003	136	5.5	85824	68000000	15027423	33715436	81240406	Drama,Horror,Sci-Fi
tt0285728	Dahmer	2002	101	5.6	8981	250000	16093	144008	144008	Biography,Crime,Drama
tt0285742	Monster's Ball	2001	111	7.0	79557	4000000	110552	31273922	45011434	Drama,Romance
tt0285823	Once Upon a Time in Mexico	2003	102	6.4	147545	29000000	23424118	56359780	98769390	Action,Crime,Thriller
tt0285861	Owning Mahowny	2003	104	7.1	12056	10000000	33287	1011871	1271244	Crime,Drama,Thriller
tt0286106	Signs	2002	106	6.7	322658	72000000	60117080	227966634	408247917	Drama,Mystery,Sci-Fi
tt0286112	Shaolin Soccer	2001	113	7.3	70238	10000000	39167	489600	42776760	Action,Comedy,Fantasy
tt0286152	Stark Raving Mad	2002	101	6.4	4635	5000000	n/a	n/a	167572	Action,Comedy,Crime
tt0286244	The Triplets of Belleville	2003	78	7.8	48528	9500000	108080	7007149	14776760	Animation,Comedy,Drama
tt0286261	All or Nothing	2002	128	7.5	9379	9000000	25890	201546	2845696	Drama
tt0286306	Deathwatch	2002	94	6.0	10190	n/a	n/a	n/a	2270658	Drama,Horror,Thriller
tt0286499	Bend It Like Beckham	2002	112	6.6	100463	n/a	161528	32543449	76583333	Comedy,Drama,Romance
tt0286516	Respiro	2002	95	7.0	4351	n/a	71677	1072834	7309845	Drama
tt0286635	Fulltime Killer	2001	102	6.9	6149	n/a	3676	23124	181662	Action,Crime,Drama
tt0286716	Hulk	2003	138	5.6	243025	137000000	62128420	132177234	245285165	Action,Sci-Fi
tt0286751	Pulse	2001	119	6.5	15035	n/a	7250	51420	318451	Horror,Mystery,Sci-Fi
tt0286788	What a Girl Wants	2003	105	5.8	56067	25000000	11434964	36105433	50732139	Comedy,Drama,Family
tt0286947	Scorched	2003	95	6.0	6061	7000000	8000	8000	369194	Comedy,Crime
tt0287467	Talk to Her	2002	112	7.9	99056	n/a	104396	9357911	64790996	Drama,Mystery,Romance
tt0287635	Pokémon 4Ever	2001	75	5.7	7243	n/a	717061	1727447	28023563	Action,Adventure,Animation
tt0287717	Spy Kids 2: Island of Lost Dreams	2002	100	5.1	56405	38000000	16711716	85846429	119723358	Action,Adventure,Comedy
tt0287803	Fate: Tales About Darkness	2001	119	7.6	4386	n/a	n/a	n/a	n/a	Drama
tt0287963	Secret Things	2002	115	6.1	4338	n/a	9421	105090	234255	Comedy,Drama,Fantasy
tt0287978	Daredevil	2003	103	5.3	200053	78000000	40310419	102543518	179179718	Action,Crime
tt0288045	The Medallion	2003	88	5.3	37074	41000000	8111324	22219192	34268701	Action,Comedy,Fantasy
tt0288439	Bang Bang You're Dead	2002	93	7.8	12153	n/a	n/a	n/a	n/a	Crime,Drama,Thriller
tt0288477	Ghost Ship	2002	91	5.5	89248	20000000	11503423	30113491	68349884	Horror
tt0288861	BackSlide	2003	83	7.2	4514	n/a	n/a	n/a	1496704	Crime,Drama,Thriller
tt0289043	28 Days Later...	2002	113	7.6	352555	8000000	10061858	45064915	85720385	Drama,Horror,Sci-Fi
tt0289181	Failan	2001	115	7.6	5215	n/a	n/a	n/a	49665	Drama,Romance
tt0289408	The Powerpuff Girls Movie	2002	73	6.5	8877	11000000	3583114	11412414	16426471	Action,Adventure,Animation
tt0289635	Young Adam	2003	98	6.4	12828	6400000	50278	767373	2561820	Crime,Drama
tt0289765	Red Dragon	2002	124	7.2	235603	78000000	36540945	93149898	209196298	Crime,Drama,Thriller
tt0289848	Analyze That	2002	96	5.9	79173	60000000	11034422	32130627	55003135	Comedy,Crime
tt0289879	The Butterfly Effect	2004	113	7.6	429212	13000000	17100000	57938693	95707652	Drama,Sci-Fi,Thriller
tt0289944	Fear X	2003	91	6.0	6435	6600000	n/a	n/a	n/a	Thriller
tt0289992	The Life of David Gale	2003	130	7.6	103352	38000000	7117225	19955598	38955598	Crime,Drama,Thriller
tt0290002	Meet the Fockers	2004	115	6.3	241537	80000000	46120980	279261160	514837517	Comedy,Romance
tt0290095	The Tuxedo	2002	98	5.4	74788	60000000	15051028	50547998	104391623	Action,Comedy,Sci-Fi
tt0290210	Max	2002	106	6.5	6770	11000000	30157	539879	660763	Drama,War
tt0290212	Full Frontal	2002	101	4.7	9254	2000000	739834	2512846	3438804	Comedy,Romance
tt0290329	Visitor Q	2001	84	6.7	14144	n/a	n/a	n/a	15678	Comedy,Drama,Horror
tt0290332	The Wash	2001	93	4.8	6373	7000000	2875067	10097538	10229331	Comedy
tt0290334	X2: X-Men United	2003	134	7.4	490079	110000000	85558731	214949694	407711549	Action,Sci-Fi,Thriller
tt0290661	Dog Days	2001	121	7.1	5670	n/a	6267	13031	545117	Drama
tt0290673	Irréversible	2002	97	7.4	110130	n/a	60086	792200	6479328	Crime,Drama,Mystery
tt0290747	Man-Thing	2005	97	4.0	5699	30000000	n/a	n/a	1123136	Action,Adventure,Horror
tt0291003	Behind the Sun	2001	105	7.6	6426	n/a	4671	19861	805755	Drama
tt0291172	The Son	2002	99	7.6	8489	n/a	10048	70262	1057439	Drama,Mystery
tt0291341	Mean Machine	2001	99	6.5	33867	n/a	n/a	92770	7310206	Comedy,Crime,Drama
tt0291350	Millennium Actress	2001	87	7.9	20488	n/a	18732	244953	244953	Animation,Drama,Fantasy
tt0291376	Nayak: The Real Hero	2001	187	7.8	12544	n/a	n/a	n/a	n/a	Action,Drama,Thriller
tt0291502	Swept Away	2002	89	3.6	14839	10000000	354052	598645	1036520	Comedy,Romance
tt0291579	He Loves Me... He Loves Me Not	2002	92	7.2	17870	n/a	76000	1011102	5324097	Romance,Thriller
tt0291988	Intimate Stories	2002	92	7.4	4724	n/a	12095	102897	323802	Comedy,Drama
tt0292242	Solino	2002	124	7.4	4992	n/a	n/a	n/a	3034779	Comedy,Drama
tt0292490	Dil Chahta Hai	2001	183	8.1	62387	n/a	n/a	n/a	316221	Comedy,Drama,Romance
tt0292506	The Recruit	2003	115	6.6	125354	46000000	16302063	52802140	101191884	Action,Thriller
tt0292542	Son of the Bride	2001	123	7.8	13968	n/a	34231	624757	8597323	Comedy,Drama
tt0292610	No Good Deed	2002	103	5.5	6707	12000000	127000	181600	1440653	Action,Crime,Drama
tt0292644	The Rules of Attraction	2002	110	6.7	48080	4000000	2532410	6532619	11832822	Comedy,Drama,Romance
tt0292963	Before the Devil Knows You're Dead	2007	117	7.3	91307	18000000	73837	7084227	25038417	Crime,Drama,Thriller
tt0293007	Carandiru	2003	145	7.6	16809	n/a	17945	216335	10781635	Crime,Drama
tt0293116	Jet Lag	2002	91	6.1	5545	n/a	42109	794964	8233189	Comedy,Romance
tt0293416	Metropolis	2001	108	7.2	19329	15000000	84660	722932	4035192	Adventure,Animation,Drama
tt0293508	The Phantom of the Opera	2004	143	7.3	111388	70000000	4001890	51268815	154648887	Drama,Musical,Romance
tt0293564	Rush Hour 3	2007	91	6.2	144619	140000000	50237000	140125968	258022233	Action,Comedy,Crime
tt0293662	The Transporter	2002	92	6.8	273572	21000000	9107816	25296447	43928932	Action,Crime,Thriller
tt0293715	My Sassy Girl	2001	123	8.0	43053	n/a	n/a	n/a	343132	Comedy,Drama,Romance
tt0293815	Friday After Next	2002	85	5.8	24274	10000000	13010767	33253609	33526835	Comedy,Drama
tt0294357	Beyond Borders	2003	127	6.5	25430	35000000	2076402	4430101	11705002	Adventure,Drama,Romance
tt0294594	The Gathering	2002	96	5.6	7380	18000000	n/a	n/a	1346475	Horror,Thriller
tt0294870	Rent	2005	135	6.9	47166	40000000	10016021	29077547	31670620	Drama,Musical,Romance
tt0295178	Austin Powers in Goldmember	2002	94	6.2	187106	63000000	73071188	213307889	296655431	Action,Adventure,Comedy
tt0295254	Feardotcom	2002	101	3.4	19095	40000000	5710128	13258249	18902015	Crime,Horror,Thriller
tt0295289	A Guy Thing	2003	101	5.6	16047	20000000	6988749	15545431	17432163	Comedy,Romance
tt0295297	Harry Potter and the Chamber of Secrets	2002	161	7.4	506586	100000000	88357488	262450136	879465594	Adventure,Family,Fantasy
tt0295427	The Master of Disguise	2002	80	3.3	21117	16000000	12554650	40388794	43411001	Adventure,Comedy,Family
tt0295700	Wrong Turn	2003	84	6.1	103161	12600000	5161498	15418790	28650575	Horror
tt0295701	xXx	2002	124	5.9	168086	70000000	44506103	142109382	277448382	Action,Adventure,Thriller
tt0295721	Taxi 3	2003	84	5.8	38232	1300000	288000	497208	65497208	Action,Comedy,Crime
tt0296042	Ichi the Killer	2001	129	7.0	49539	1400000	2750	20285	80631	Action,Comedy,Crime
tt0296166	Real Women Have Curves	2002	90	6.9	6718	3000000	183772	5853194	7777790	Comedy,Drama
tt0296572	The Chronicles of Riddick	2004	119	6.7	206726	105000000	24289165	57761012	115772733	Action,Adventure,Sci-Fi
tt0296574	Company	2002	155	8.0	13489	n/a	n/a	n/a	n/a	Action,Crime,Drama
tt0297037	Brown Sugar	2002	109	6.5	8079	8000000	10738882	27363891	28316451	Comedy,Drama,Music
tt0297144	Ghosts of the Abyss	2003	61	6.8	4789	13000000	1408474	17040871	27570076	Documentary,Family
tt0297162	Half Past Dead	2002	98	4.6	13962	13000000	7820536	15567860	19233280	Action,Crime,Thriller
tt0297181	I Spy	2002	97	5.4	47106	70000000	12752803	33561137	50732945	Action,Adventure,Comedy
tt0297284	Mindhunters	2004	106	6.4	55776	27000000	2000000	4480744	21148829	Crime,Horror,Mystery
tt0297721	All About Lily Chou-Chou	2001	146	7.6	7406	n/a	3064	26485	38082	Crime,Drama,Music
tt0297884	Far from Heaven	2002	107	7.3	41890	13500000	211279	15901849	29027914	Drama
tt0298130	The Ring	2002	115	7.1	304197	48000000	15015393	129128133	249348933	Horror,Mystery
tt0298148	Shrek 2	2004	93	7.2	392423	150000000	108037878	441226247	923075336	Adventure,Animation,Comedy
tt0298203	8 Mile	2002	110	7.1	233886	41000000	51240555	116750901	242875078	Drama,Music
tt0298228	Whale Rider	2002	101	7.5	37985	3500000	137418	20779666	41062976	Drama,Family
tt0298296	Derailed	2002	89	4.0	6953	18000000	n/a	n/a	297835	Action,Thriller
tt0298337	Free Jimmy	2006	86	6.0	6400	n/a	n/a	n/a	2277607	Animation,Comedy
tt0298408	Laurel Canyon	2002	103	6.4	15463	n/a	149099	3663356	4412203	Drama
tt0298482	Nothing	2003	90	6.2	5628	n/a	n/a	n/a	n/a	Comedy,Fantasy
tt0298504	Undertaking Betty	2002	94	6.6	4598	8000000	n/a	n/a	1868949	Comedy,Romance
tt0298744	Auto Focus	2002	105	6.6	12597	7000000	123761	2063196	2704951	Biography,Crime,Drama
tt0298814	The Core	2003	135	5.5	87414	60000000	12053131	31186896	73498611	Action,Adventure,Sci-Fi
tt0298845	In America	2002	105	7.7	39349	n/a	205229	15539656	25382911	Drama
tt0298856	Evelyn	2002	94	7.0	6076	10000000	65344	1487645	4141740	Drama
tt0299108	Rehnaa Hai Terre Dil Mein	2001	160	7.5	6245	n/a	n/a	n/a	n/a	Musical,Romance
tt0299117	Roger Dodger	2002	106	6.9	16469	n/a	47431	1266828	1934497	Comedy,Drama
tt0299172	Home on the Range	2004	76	5.3	18427	110000000	13880771	50030461	103951461	Adventure,Animation,Comedy
tt0299458	All the Real Girls	2003	108	6.8	10023	2500000	39417	549666	579986	Drama,Romance
tt0299658	Chicago	2002	113	7.1	204604	45000000	2074929	170687518	306776732	Comedy,Crime,Musical
tt0299930	Gigli	2003	121	2.5	44957	54000000	3753518	6087542	7266209	Comedy,Crime,Romance
tt0299977	Hero	2002	107	7.9	168100	31000000	17800000	53710019	177395557	Action,Adventure,History
tt0300015	I Capture the Castle	2003	113	6.9	6664	8000000	51970	1179035	6586341	Drama,Romance
tt0300051	Jersey Girl	2004	102	6.2	60981	35000000	8300000	25268157	35492921	Comedy,Drama,Romance
tt0300140	Lilya 4-Ever	2002	109	7.8	40467	n/a	33731	184023	1007747	Crime,Drama
tt0300214	Morvern Callar	2002	97	6.8	8596	n/a	13836	267907	772336	Drama
tt0300471	Shanghai Knights	2003	114	6.2	95683	50000000	19603630	60476872	88323487	Action,Adventure,Comedy
tt0300532	Blue Crush	2002	104	5.6	28880	25000000	14169455	40390647	51843679	Drama,Romance,Sport
tt0300556	Timeline	2003	116	5.6	58080	80000000	8440629	19481943	43935763	Action,Adventure,Sci-Fi
tt0300620	So Close	2002	111	6.7	7056	n/a	31702	76584	810243	Action,Adventure,Comedy
tt0301181	Deliver Us from Eva	2003	105	6.0	6177	n/a	7100000	17573594	17573594	Comedy,Drama,Romance
tt0301199	Dirty Pretty Things	2002	97	7.3	39086	10000000	100512	8112414	13904766	Crime,Drama,Thriller
tt0301357	Good Bye Lenin!	2003	121	7.7	131156	n/a	57968	4064200	79316957	Comedy,Drama,Romance
tt0301414	Man on the Train	2002	90	7.2	6713	n/a	41138	2542020	7727906	Crime,Drama,Thriller
tt0301470	Jeepers Creepers 2	2003	104	5.6	55373	17000000	15269324	35667218	63102666	Horror
tt0301524	The Other Side of the Bed	2002	114	6.4	5119	n/a	41597	113543	13496458	Comedy,Drama,Musical
tt0301634	Frozen Stiff	2002	90	8.4	7796	n/a	n/a	n/a	n/a	Comedy,Drama
tt0301727	Winged Migration	2001	98	7.9	11228	n/a	33128	11689053	34128314	Documentary
tt0301976	The United States of Leland	2003	108	7.1	22029	n/a	48384	343847	343847	Drama
tt0301978	Ten	2002	89	7.5	6363	n/a	10559	105990	452895	Drama
tt0302297	Barely Legal	2003	90	4.7	5762	n/a	15766	26511	83439	Comedy
tt0302640	The Hot Chick	2002	104	5.5	86049	n/a	7401146	35081594	54639553	Comedy,Fantasy
tt0302674	Gerry	2002	103	6.1	17021	3500000	26285	254683	254683	Adventure,Drama,Mystery
tt0302886	Old School	2003	88	7.1	206465	24000000	17453216	75585093	87055349	Comedy
tt0303184	A Kind of America	2002	115	6.9	4344	n/a	n/a	n/a	856027	Adventure,Comedy,Romance
tt0303353	The Kid Stays in the Picture	2002	93	7.3	6688	n/a	89087	1439232	1521593	Biography,Documentary
tt0303356	Biggie and Tupac	2002	108	6.8	4384	n/a	5728	94874	146419	Biography,Crime,Documentary
tt0303361	May	2002	93	6.6	31512	500000	34989	150277	264349	Drama,Horror
tt0303714	Barbershop	2002	102	6.3	28232	12000000	20627433	75782105	77063924	Comedy,Drama
tt0303816	Cabin Fever	2002	93	5.6	71073	1500000	8400000	21158188	30553394	Horror
tt0303933	Drumline	2002	118	5.8	31996	20000000	12604705	56399184	57588485	Comedy,Drama,Music
tt0304141	Harry Potter and the Prisoner of Azkaban	2004	142	7.9	503239	130000000	93687367	249975996	796093802	Adventure,Family,Fantasy
tt0304229	Japanese Story	2003	110	6.7	6082	5740000	23962	647054	4053156	Drama,Romance
tt0304262	The Happiness of the Katakuris	2001	113	7.1	7836	1500000	n/a	n/a	n/a	Comedy,Fantasy,Horror
tt0304328	Levity	2003	100	6.4	6069	7500000	30599	209695	723040	Crime,Drama
tt0304415	Mona Lisa Smile	2003	117	6.5	73679	65000000	11528498	63860942	141337989	Drama
tt0304669	The Santa Clause 2	2002	104	5.6	45925	65000000	29008696	139236327	172855065	Comedy,Family,Fantasy
tt0304711	The Order	2003	102	5.2	16458	38000000	4438899	7660806	11560806	Horror,Mystery,Thriller
tt0305206	American Splendor	2003	101	7.4	46038	n/a	159705	6010990	7986084	Biography,Comedy,Drama
tt0305224	Anger Management	2003	106	6.2	194746	75000000	42220847	135645823	195745823	Comedy
tt0305357	Charlie's Angels: Full Throttle	2003	106	4.9	115147	120000000	37634221	100830111	259175788	Action,Adventure,Comedy
tt0305396	The Crocodile Hunter: Collision Course	2002	90	5.3	6218	12000000	9537123	28442574	33082548	Action,Adventure,Comedy
tt0305568	Fanfan	2003	97	5.7	4785	n/a	32686	32686	7949963	Adventure,Comedy,Romance
tt0305669	Bringing Down the House	2003	105	5.6	33666	33000000	31101026	132716677	164729679	Comedy
tt0305711	Just Married	2003	95	5.5	65051	18000000	17548993	56127162	101564935	Comedy,Romance
tt0306047	Scary Movie 3	2003	84	5.5	130730	48000000	49700000	110003217	220673217	Comedy
tt0306434	Aankhen	2002	165	7.4	11510	n/a	n/a	n/a	n/a	Comedy,Crime,Drama
tt0306685	Cradle 2 the Grave	2003	101	5.8	39679	25000000	16521468	34712347	56489558	Action,Crime,Drama
tt0306734	The Divorce	2003	117	4.9	10692	n/a	516834	9081057	12991996	Comedy,Drama,Romance
tt0306841	The Lizzie McGuire Movie	2003	94	5.5	33750	17000000	17338755	42734455	55534455	Adventure,Comedy,Family
tt0307109	The Lost Skeleton of Cadavra	2001	90	7.0	4549	40000	10425	143121	143121	Comedy,Horror,Sci-Fi
tt0307213	Bad Guy	2001	100	6.8	8621	n/a	n/a	n/a	62100	Drama
tt0307453	Shark Tale	2004	90	6.0	157842	75000000	47604606	160861908	363530196	Adventure,Animation,Comedy
tt0307479	Solaris	2002	99	6.2	76285	47000000	6752722	14973382	30002758	Drama,Mystery,Romance
tt0307901	25th Hour	2002	135	7.6	164155	5000000	108865	13084595	23932055	Drama
tt0307987	Bad Santa	2003	91	7.0	128342	23000000	12500000	60060328	76488889	Comedy,Crime,Drama
tt0308055	Bobby	2006	117	7.0	40273	14000000	69039	11242801	20718608	Biography,Drama,History
tt0308152	Dead End	2003	85	6.6	24307	900000	n/a	n/a	n/a	Adventure,Horror,Mystery
tt0308208	Ballistic: Ecks vs. Sever	2002	91	3.7	18492	70000000	7010474	14307963	20154899	Action,Crime,Mystery
tt0308353	Happily N'Ever After	2006	75	4.5	9710	47000000	6608244	15589393	38085778	Adventure,Animation,Comedy
tt0308379	Dark Water	2002	101	6.7	28394	n/a	n/a	n/a	1450786	Drama,Horror,Mystery
tt0308383	The Human Stain	2003	106	6.2	28257	30000000	1034195	5381908	22954068	Drama,Romance,Thriller
tt0308476	The Cuckoo	2002	99	7.8	7046	4000000	16473	243936	480578	Comedy,Drama,War
tt0308506	Like Mike	2002	99	5.2	17913	30000000	12179420	51432760	62274780	Comedy,Family,Fantasy
tt0308514	Lost in La Mancha	2002	93	7.4	10803	n/a	63303	732393	1407019	Documentary
tt0308644	Finding Neverland	2004	106	7.7	192558	25000000	220524	51680613	116650613	Biography,Drama,Family
tt0308878	The Shape of Things	2003	96	6.7	10592	4000000	173246	735992	826617	Comedy,Drama,Romance
tt0309377	Blood Work	2002	110	6.4	40027	50000000	7312413	26235081	31794718	Action,Crime,Drama
tt0309530	Down with Love	2003	101	6.2	37921	35000000	45029	20305251	39468111	Comedy,Romance
tt0309593	Final Destination 2	2003	90	6.2	143524	26000000	16200000	46961214	90342474	Horror,Thriller
tt0309698	Identity	2003	90	7.3	213556	28000000	16225263	52159536	90259536	Mystery,Thriller
tt0309820	Luther	2003	123	6.6	14269	30000000	908446	5791328	29632684	Biography,Drama,History
tt0309912	Nicholas Nickleby	2002	132	7.1	10990	10000000	42864	1587173	3651462	Adventure,Drama,Romance
tt0309987	The Dreamers	2003	115	7.2	103218	15000000	142632	2532228	15121165	Drama,Romance
tt0310203	Ruby & Quentin	2003	85	7.1	25515	n/a	91714	312824	27729359	Comedy,Crime
tt0310281	A Mighty Wind	2003	91	7.2	24588	n/a	2112140	17781006	18750246	Comedy,Music
tt0310357	Willard	2003	100	6.1	16976	20000000	4000000	6886089	8564586	Drama,Horror,Sci-Fi
tt0310775	Sympathy for Mr. Vengeance	2002	129	7.6	57412	4000000	9827	45289	2046061	Action,Drama,Thriller
tt0310778	Bon voyage	2003	114	6.7	4609	20000000	38682	2503286	9324931	Comedy,Drama,Mystery
tt0310793	Bowling for Columbine	2002	120	7.9	136073	4000000	209148	21576018	58011975	Crime,Documentary,Drama
tt0310910	Confidence	2003	97	6.7	32564	15000000	4800000	12251640	23014206	Crime,Thriller
tt0310924	Crime Spree	2003	105	6.5	5157	10000000	n/a	n/a	2451607	Action,Comedy,Crime
tt0311110	It Runs in the Family	2003	109	5.6	4487	n/a	2804441	7491839	8211508	Comedy,Drama,Romance
tt0311113	Master and Commander: The Far Side of the World	2003	138	7.4	192206	150000000	25105990	93927920	210327920	Action,Adventure,Drama
tt0311289	Holes	2003	117	7.0	71772	20000000	16300155	67406573	71406573	Adventure,Comedy,Drama
tt0311429	The League of Extraordinary Gentlemen	2003	110	5.8	159867	78000000	23075892	66465204	179265204	Action,Adventure,Fantasy
tt0311519	The Man Without a Past	2002	97	7.7	20769	n/a	23281	921847	9564237	Comedy,Drama,Romance
tt0311648	Pieces of April	2003	80	7.0	19484	300000	48422	2528664	3282321	Comedy,Drama
tt0311941	Try Seventeen	2002	93	6.0	5800	n/a	n/a	n/a	155997	Comedy,Drama
tt0312004	Wallace & Gromit: The Curse of the Were-Rabbit	2005	85	7.4	118362	30000000	16025987	56110897	192614977	Adventure,Animation,Comedy
tt0312329	Against the Ropes	2004	110	5.3	6537	39000000	3038546	5884190	6432551	Biography,Drama,Romance
tt0312528	The Cat in the Hat	2003	82	3.9	47703	109000000	38329160	101149285	133960541	Adventure,Comedy,Family
tt0312549	Veronica Guerin	2003	98	6.9	18338	17000000	611276	1571504	9439660	Biography,Crime,Drama
tt0312700	The Foreigner	2003	96	3.4	6114	16700000	n/a	n/a	n/a	Action,Thriller
tt0312841	The Way Home	2002	80	7.8	4680	2000000	29737	445367	24952738	Drama
tt0312843	Suicide Club	2001	99	6.6	17607	250000	n/a	n/a	n/a	Crime,Drama,Horror
tt0312859	Kannathil Muthamittal	2002	123	8.4	6615	n/a	n/a	n/a	n/a	Action,Drama,War
